,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.129,0.066,0.147,0.145,0.162,0.141,0.154,0.151,0.176,0.165,0.135,0.160,0.171,0.176
1,0.129,0.000,0.139,0.164,0.150,0.165,0.143,0.030,0.153,0.098,0.185,0.111,0.163,0.170,0.166
2,0.066,0.139,0.000,0.147,0.127,0.174,0.142,0.159,0.164,0.183,0.142,0.174,0.173,0.164,0.184
3,0.147,0.164,0.147,0.000,0.148,0.174,0.165,0.164,0.172,0.177,0.155,0.160,0.176,0.163,0.174
4,0.145,0.150,0.127,0.148,0.000,0.142,0.098,0.156,0.132,0.163,0.130,0.112,0.140,0.150,0.143
5,0.162,0.165,0.174,0.174,0.142,0.000,0.120,0.164,0.160,0.159,0.181,0.172,0.154,0.169,0.198
6,0.141,0.143,0.142,0.165,0.098,0.120,0.000,0.159,0.164,0.167,0.157,0.124,0.120,0.159,0.184
7,0.154,0.030,0.159,0.164,0.156,0.164,0.159,0.000,0.147,0.153,0.188,0.117,0.157,0.174,0.157
8,0.151,0.153,0.164,0.172,0.132,0.160,0.164,0.147,0.000,0.160,0.154,0.164,0.164,0.150,0.180
9,0.176,0.098,0.183,0.177,0.163,0.159,0.167,0.153,0.160,0.000,0.167,0.149,0.173,0.151,0.176
10,0.165,0.185,0.142,0.155,0.130,0.181,0.157,0.188,0.154,0.167,0.000,0.172,0.167,0.179,0.180
11,0.135,0.111,0.174,0.160,0.112,0.172,0.124,0.117,0.164,0.149,0.172,0.000,0.170,0.144,0.167
12,0.160,0.163,0.173,0.176,0.140,0.154,0.120,0.157,0.164,0.173,0.167,0.170,0.000,0.132,0.172
13,0.171,0.170,0.164,0.163,0.150,0.169,0.159,0.174,0.150,0.151,0.179,0.144,0.132,0.000,0.181
14,0.176,0.166,0.184,0.174,0.143,0.198,0.184,0.157,0.180,0.176,0.180,0.167,0.172,0.181,0.000
