,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.066,0.049,0.080,0.069,0.075,0.061,0.072,0.074,0.065,0.055,0.068,0.059,0.060,0.049
1,0.066,0.000,0.061,0.069,0.064,0.074,0.068,0.033,0.069,0.056,0.055,0.059,0.068,0.067,0.048
2,0.049,0.061,0.000,0.078,0.053,0.063,0.056,0.063,0.065,0.059,0.048,0.063,0.058,0.055,0.047
3,0.080,0.069,0.078,0.000,0.076,0.068,0.067,0.065,0.066,0.063,0.057,0.068,0.061,0.062,0.049
4,0.069,0.064,0.053,0.076,0.000,0.060,0.050,0.066,0.067,0.065,0.048,0.061,0.055,0.058,0.058
5,0.075,0.074,0.063,0.068,0.060,0.000,0.062,0.070,0.073,0.068,0.053,0.071,0.063,0.068,0.048
6,0.061,0.068,0.056,0.067,0.050,0.062,0.000,0.070,0.069,0.066,0.050,0.058,0.055,0.059,0.049
7,0.072,0.033,0.063,0.065,0.066,0.070,0.070,0.000,0.067,0.066,0.054,0.062,0.064,0.066,0.047
8,0.074,0.069,0.065,0.066,0.067,0.073,0.069,0.067,0.000,0.066,0.049,0.070,0.066,0.063,0.047
9,0.065,0.056,0.059,0.063,0.065,0.068,0.066,0.066,0.066,0.000,0.055,0.067,0.061,0.059,0.047
10,0.055,0.055,0.048,0.057,0.048,0.053,0.050,0.054,0.049,0.055,0.000,0.053,0.049,0.049,0.044
11,0.068,0.059,0.063,0.068,0.061,0.071,0.058,0.062,0.070,0.067,0.053,0.000,0.061,0.059,0.049
12,0.059,0.068,0.058,0.061,0.055,0.063,0.055,0.064,0.066,0.061,0.049,0.061,0.000,0.051,0.042
13,0.060,0.067,0.055,0.062,0.058,0.068,0.059,0.066,0.063,0.059,0.049,0.059,0.051,0.000,0.046
14,0.049,0.048,0.047,0.049,0.058,0.048,0.049,0.047,0.047,0.047,0.044,0.049,0.042,0.046,0.000
