,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.091,0.070,0.104,0.089,0.099,0.088,0.094,0.097,0.090,0.072,0.091,0.082,0.084,0.068
1,0.091,0.000,0.087,0.098,0.086,0.104,0.093,0.053,0.094,0.082,0.074,0.082,0.090,0.092,0.068
2,0.070,0.087,0.000,0.101,0.072,0.089,0.080,0.087,0.089,0.084,0.065,0.086,0.079,0.076,0.063
3,0.104,0.098,0.101,0.000,0.094,0.097,0.094,0.091,0.093,0.091,0.071,0.092,0.082,0.087,0.067
4,0.089,0.086,0.072,0.094,0.000,0.081,0.070,0.086,0.085,0.086,0.063,0.079,0.073,0.074,0.073
5,0.099,0.104,0.089,0.097,0.081,0.000,0.087,0.096,0.098,0.094,0.071,0.094,0.086,0.091,0.067
6,0.088,0.093,0.080,0.094,0.070,0.087,0.000,0.093,0.094,0.091,0.068,0.081,0.075,0.082,0.067
7,0.094,0.053,0.087,0.091,0.086,0.096,0.093,0.000,0.089,0.091,0.070,0.081,0.082,0.088,0.063
8,0.097,0.094,0.089,0.093,0.085,0.098,0.094,0.089,0.000,0.091,0.068,0.090,0.086,0.085,0.065
9,0.090,0.082,0.084,0.091,0.086,0.094,0.091,0.091,0.091,0.000,0.070,0.088,0.082,0.082,0.064
10,0.072,0.074,0.065,0.071,0.063,0.071,0.068,0.070,0.068,0.070,0.000,0.069,0.063,0.065,0.055
11,0.091,0.082,0.086,0.092,0.079,0.094,0.081,0.081,0.090,0.088,0.069,0.000,0.079,0.080,0.064
12,0.082,0.090,0.079,0.082,0.073,0.086,0.075,0.082,0.086,0.082,0.063,0.079,0.000,0.072,0.057
13,0.084,0.092,0.076,0.087,0.074,0.091,0.082,0.088,0.085,0.082,0.065,0.080,0.072,0.000,0.063
14,0.068,0.068,0.063,0.067,0.073,0.067,0.067,0.063,0.065,0.064,0.055,0.064,0.057,0.063,0.000
