,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.186,0.039,0.213,0.103,0.216,0.282,0.143,0.177,0.200,0.227,0.110,0.279,0.258,0.221
1,0.186,0.000,0.215,0.195,0.243,0.255,0.149,0.028,0.140,0.055,0.295,0.168,0.291,0.262,0.314
2,0.039,0.215,0.000,0.178,0.097,0.278,0.235,0.187,0.158,0.324,0.188,0.227,0.288,0.113,0.285
3,0.213,0.195,0.178,0.000,0.196,0.228,0.168,0.280,0.257,0.264,0.146,0.245,0.269,0.151,0.256
4,0.103,0.243,0.097,0.196,0.000,0.266,0.184,0.091,0.226,0.198,0.176,0.034,0.261,0.206,0.171
5,0.216,0.255,0.278,0.228,0.266,0.000,0.098,0.166,0.187,0.238,0.258,0.221,0.122,0.292,0.312
6,0.282,0.149,0.235,0.168,0.184,0.098,0.000,0.265,0.224,0.153,0.201,0.266,0.068,0.271,0.320
7,0.143,0.028,0.187,0.280,0.091,0.166,0.265,0.000,0.213,0.283,0.322,0.089,0.136,0.297,0.142
8,0.177,0.140,0.158,0.257,0.226,0.187,0.224,0.213,0.000,0.278,0.261,0.304,0.288,0.168,0.137
9,0.200,0.055,0.324,0.264,0.198,0.238,0.153,0.283,0.278,0.000,0.246,0.274,0.215,0.201,0.184
10,0.227,0.295,0.188,0.146,0.176,0.258,0.201,0.322,0.261,0.246,0.000,0.167,0.272,0.214,0.247
11,0.110,0.168,0.227,0.245,0.034,0.221,0.266,0.089,0.304,0.274,0.167,0.000,0.319,0.272,0.152
12,0.279,0.291,0.288,0.269,0.261,0.122,0.068,0.136,0.288,0.215,0.272,0.319,0.000,0.245,0.126
13,0.258,0.262,0.113,0.151,0.206,0.292,0.271,0.297,0.168,0.201,0.214,0.272,0.245,0.000,0.269
14,0.221,0.314,0.285,0.256,0.171,0.312,0.320,0.142,0.137,0.184,0.247,0.152,0.126,0.269,0.000
