,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.249,0.453,0.037,0.162,-0.043,-0.215,0.137,-0.016,0.019,-0.117,0.228,-0.174,-0.116,-0.101
1,-0.249,1.000,-0.225,0.072,-0.150,-0.071,0.159,-0.636,0.167,0.354,0.038,-0.306,-0.104,-0.081,-0.166
2,0.453,-0.225,1.000,-0.010,0.261,-0.067,-0.231,0.120,0.046,-0.056,-0.217,0.034,-0.085,0.127,0.015
3,0.037,0.072,-0.010,1.000,-0.103,0.027,0.082,-0.078,-0.039,0.009,0.109,-0.118,0.022,0.090,0.128
4,0.162,-0.150,0.261,-0.103,1.000,-0.197,-0.354,0.086,-0.140,-0.020,-0.296,0.301,-0.241,-0.189,-0.081
5,-0.043,-0.071,-0.067,0.027,-0.197,1.000,0.264,0.101,0.072,-0.136,0.065,0.019,0.175,-0.064,-0.027
6,-0.215,0.159,-0.231,0.082,-0.354,0.264,1.000,-0.087,0.025,0.064,0.161,-0.275,0.282,0.165,-0.028
7,0.137,-0.636,0.120,-0.078,0.086,0.101,-0.087,1.000,-0.197,-0.164,-0.017,0.268,0.141,0.056,0.193
8,-0.016,0.167,0.046,-0.039,-0.140,0.072,0.025,-0.197,1.000,-0.111,-0.213,-0.063,-0.059,0.137,-0.135
9,0.019,0.354,-0.056,0.009,-0.020,-0.136,0.064,-0.164,-0.111,1.000,0.031,-0.171,-0.025,-0.189,-0.136
10,-0.117,0.038,-0.217,0.109,-0.296,0.065,0.161,-0.017,-0.213,0.031,1.000,-0.029,0.123,-0.026,0.057
11,0.228,-0.306,0.034,-0.118,0.301,0.019,-0.275,0.268,-0.063,-0.171,-0.029,1.000,-0.114,-0.215,-0.141
12,-0.174,-0.104,-0.085,0.022,-0.241,0.175,0.282,0.141,-0.059,-0.025,0.123,-0.114,1.000,0.267,0.159
13,-0.116,-0.081,0.127,0.090,-0.189,-0.064,0.165,0.056,0.137,-0.189,-0.026,-0.215,0.267,1.000,0.121
14,-0.101,-0.166,0.015,0.128,-0.081,-0.027,-0.028,0.193,-0.135,-0.136,0.057,-0.141,0.159,0.121,1.000
