,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.102,0.050,0.117,0.117,0.137,0.113,0.121,0.119,0.146,0.130,0.105,0.125,0.134,0.140
1,0.102,0.000,0.109,0.140,0.125,0.137,0.122,0.019,0.122,0.072,0.149,0.086,0.130,0.141,0.133
2,0.050,0.109,0.000,0.118,0.098,0.147,0.113,0.129,0.133,0.152,0.113,0.143,0.144,0.136,0.146
3,0.117,0.140,0.118,0.000,0.120,0.146,0.140,0.136,0.142,0.150,0.126,0.130,0.147,0.136,0.138
4,0.117,0.125,0.098,0.120,0.000,0.117,0.072,0.131,0.101,0.131,0.097,0.090,0.106,0.119,0.109
5,0.137,0.137,0.147,0.146,0.117,0.000,0.099,0.132,0.134,0.126,0.150,0.143,0.124,0.139,0.161
6,0.113,0.122,0.113,0.140,0.072,0.099,0.000,0.131,0.135,0.141,0.127,0.095,0.092,0.128,0.147
7,0.121,0.019,0.129,0.136,0.131,0.132,0.131,0.000,0.114,0.120,0.153,0.093,0.125,0.143,0.125
8,0.119,0.122,0.133,0.142,0.101,0.134,0.135,0.114,0.000,0.128,0.115,0.130,0.131,0.125,0.139
9,0.146,0.072,0.152,0.150,0.131,0.126,0.141,0.120,0.128,0.000,0.132,0.114,0.140,0.118,0.141
10,0.130,0.149,0.113,0.126,0.097,0.150,0.127,0.153,0.115,0.132,0.000,0.139,0.132,0.138,0.141
11,0.105,0.086,0.143,0.130,0.090,0.143,0.095,0.093,0.130,0.114,0.139,0.000,0.136,0.114,0.134
12,0.125,0.130,0.144,0.147,0.106,0.124,0.092,0.125,0.131,0.140,0.132,0.136,0.000,0.098,0.134
13,0.134,0.141,0.136,0.136,0.119,0.139,0.128,0.143,0.125,0.118,0.138,0.114,0.098,0.000,0.143
14,0.140,0.133,0.146,0.138,0.109,0.161,0.147,0.125,0.139,0.141,0.141,0.134,0.134,0.143,0.000
