,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.252,0.075,0.293,0.163,0.285,0.361,0.178,0.259,0.249,0.203,0.166,0.305,0.263,0.197
1,0.252,0.000,0.266,0.247,0.282,0.294,0.188,0.081,0.168,0.085,0.228,0.207,0.289,0.272,0.248
2,0.075,0.266,0.000,0.284,0.119,0.291,0.238,0.194,0.200,0.287,0.169,0.274,0.252,0.142,0.220
3,0.293,0.247,0.284,0.000,0.250,0.263,0.202,0.285,0.268,0.253,0.139,0.291,0.234,0.176,0.212
4,0.163,0.282,0.119,0.250,0.000,0.297,0.222,0.129,0.261,0.219,0.157,0.053,0.260,0.184,0.205
5,0.285,0.294,0.291,0.263,0.297,0.000,0.132,0.202,0.226,0.321,0.187,0.254,0.143,0.272,0.212
6,0.361,0.188,0.238,0.202,0.222,0.132,0.000,0.327,0.239,0.184,0.150,0.294,0.095,0.257,0.213
7,0.178,0.081,0.194,0.285,0.129,0.202,0.327,0.000,0.243,0.360,0.239,0.109,0.165,0.278,0.126
8,0.259,0.168,0.200,0.268,0.261,0.226,0.239,0.243,0.000,0.319,0.213,0.297,0.282,0.183,0.113
9,0.249,0.085,0.287,0.253,0.219,0.321,0.184,0.360,0.319,0.000,0.178,0.329,0.227,0.197,0.140
10,0.203,0.228,0.169,0.139,0.157,0.187,0.150,0.239,0.213,0.178,0.000,0.160,0.199,0.192,0.199
11,0.166,0.207,0.274,0.291,0.053,0.254,0.294,0.109,0.297,0.329,0.160,0.000,0.258,0.330,0.125
12,0.305,0.289,0.252,0.234,0.260,0.143,0.095,0.165,0.282,0.227,0.199,0.258,0.000,0.238,0.088
13,0.263,0.272,0.142,0.176,0.184,0.272,0.257,0.278,0.183,0.197,0.192,0.330,0.238,0.000,0.178
14,0.197,0.248,0.220,0.212,0.205,0.212,0.213,0.126,0.113,0.140,0.199,0.125,0.088,0.178,0.000
