,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.210,0.407,0.020,0.137,-0.039,-0.172,0.101,0.010,0.006,-0.037,0.183,-0.105,-0.085,-0.065
1,-0.210,1.000,-0.190,0.087,-0.159,-0.014,0.194,-0.525,0.137,0.310,0.041,-0.241,-0.048,-0.048,-0.121
2,0.407,-0.190,1.000,0.030,0.208,-0.063,-0.186,0.106,0.063,-0.061,-0.144,0.001,-0.057,0.157,0.049
3,0.020,0.087,0.030,1.000,-0.107,0.048,0.108,-0.065,0.002,-0.012,0.128,-0.082,0.064,0.123,0.098
4,0.137,-0.159,0.208,-0.107,1.000,-0.173,-0.295,0.132,-0.119,0.000,-0.202,0.288,-0.169,-0.168,-0.061
5,-0.039,-0.014,-0.063,0.048,-0.173,1.000,0.247,0.071,0.115,-0.075,0.070,0.025,0.145,-0.050,-0.042
6,-0.172,0.194,-0.186,0.108,-0.295,0.247,1.000,-0.085,0.036,0.102,0.142,-0.205,0.248,0.109,-0.035
7,0.101,-0.525,0.106,-0.065,0.132,0.071,-0.085,1.000,-0.149,-0.123,-0.009,0.237,0.126,0.039,0.174
8,0.010,0.137,0.063,0.002,-0.119,0.115,0.036,-0.149,1.000,-0.079,-0.157,-0.041,-0.031,0.152,-0.123
9,0.006,0.310,-0.061,-0.012,0.000,-0.075,0.102,-0.123,-0.079,1.000,-0.003,-0.109,0.021,-0.161,-0.142
10,-0.037,0.041,-0.144,0.128,-0.202,0.070,0.142,-0.009,-0.157,-0.003,1.000,0.044,0.098,-0.001,0.026
11,0.183,-0.241,0.001,-0.082,0.288,0.025,-0.205,0.237,-0.041,-0.109,0.044,1.000,-0.076,-0.158,-0.144
12,-0.105,-0.048,-0.057,0.064,-0.169,0.145,0.248,0.126,-0.031,0.021,0.098,-0.076,1.000,0.194,0.142
13,-0.085,-0.048,0.157,0.123,-0.168,-0.050,0.109,0.039,0.152,-0.161,-0.001,-0.158,0.194,1.000,0.097
14,-0.065,-0.121,0.049,0.098,-0.061,-0.042,-0.035,0.174,-0.123,-0.142,0.026,-0.144,0.142,0.097,1.000
