,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,1.000,0.999,1.000,0.999,0.999,0.999,1.000,0.999,0.999,0.999,0.999,0.999,0.999,0.999
1,1.000,0.000,0.999,0.999,0.999,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,0.999,0.999
2,0.999,0.999,0.000,1.000,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998,0.999
3,1.000,0.999,1.000,0.000,0.999,1.000,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.998
4,0.999,0.999,0.999,0.999,0.000,0.999,0.999,0.998,0.999,0.999,0.999,0.999,0.999,0.999,0.999
5,0.999,1.000,0.999,1.000,0.999,0.000,1.000,0.999,1.000,1.000,0.999,1.000,0.999,1.000,0.999
6,0.999,1.000,0.999,0.999,0.999,1.000,0.000,1.000,0.999,0.999,0.999,1.000,0.999,0.999,0.999
7,1.000,1.000,0.999,0.999,0.998,0.999,1.000,0.000,1.000,1.000,0.999,1.000,1.000,0.999,0.999
8,0.999,1.000,0.999,0.999,0.999,1.000,0.999,1.000,0.000,1.000,0.999,1.000,0.999,1.000,0.999
9,0.999,1.000,0.999,0.999,0.999,1.000,0.999,1.000,1.000,0.000,0.999,1.000,0.999,0.999,0.999
10,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.000,0.999,0.999,0.999,0.999
11,0.999,1.000,0.999,0.999,0.999,1.000,1.000,1.000,1.000,1.000,0.999,0.000,0.999,0.999,0.999
12,0.999,1.000,0.999,0.999,0.999,0.999,0.999,1.000,0.999,0.999,0.999,0.999,0.000,0.999,0.999
13,0.999,0.999,0.998,0.999,0.999,1.000,0.999,0.999,1.000,0.999,0.999,0.999,0.999,0.000,0.999
14,0.999,0.999,0.999,0.998,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.000
