,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.868,0.872,0.876,0.861,0.875,0.844,0.885,0.868,0.873,0.902,0.872,0.869,0.878,0.888
1,0.868,0.000,0.868,0.871,0.864,0.888,0.870,0.802,0.885,0.881,0.900,0.873,0.879,0.880,0.894
2,0.872,0.868,0.000,0.858,0.882,0.886,0.886,0.879,0.880,0.894,0.899,0.873,0.889,0.879,0.898
3,0.876,0.871,0.858,0.000,0.883,0.882,0.882,0.886,0.888,0.899,0.902,0.882,0.901,0.879,0.896
4,0.861,0.864,0.882,0.883,0.000,0.865,0.853,0.879,0.864,0.887,0.902,0.889,0.880,0.889,0.867
5,0.875,0.888,0.886,0.882,0.865,0.000,0.889,0.883,0.876,0.854,0.902,0.876,0.896,0.897,0.906
6,0.844,0.870,0.886,0.882,0.853,0.889,0.000,0.853,0.891,0.880,0.901,0.863,0.877,0.882,0.905
7,0.885,0.802,0.879,0.886,0.879,0.883,0.853,0.000,0.880,0.862,0.889,0.888,0.884,0.884,0.904
8,0.868,0.885,0.880,0.888,0.864,0.876,0.891,0.880,0.000,0.873,0.887,0.885,0.883,0.884,0.910
9,0.873,0.881,0.894,0.899,0.887,0.854,0.880,0.862,0.873,0.000,0.906,0.873,0.880,0.898,0.908
10,0.902,0.900,0.899,0.902,0.902,0.902,0.901,0.889,0.887,0.906,0.000,0.901,0.899,0.891,0.892
11,0.872,0.873,0.873,0.882,0.889,0.876,0.863,0.888,0.885,0.873,0.901,0.000,0.906,0.851,0.907
12,0.869,0.879,0.889,0.901,0.880,0.896,0.877,0.884,0.883,0.880,0.899,0.906,0.000,0.872,0.911
13,0.878,0.880,0.879,0.879,0.889,0.897,0.882,0.884,0.884,0.898,0.891,0.851,0.872,0.000,0.901
14,0.888,0.894,0.898,0.896,0.867,0.906,0.905,0.904,0.910,0.908,0.892,0.907,0.911,0.901,0.000
