,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.044,0.022,0.064,0.057,0.076,0.057,0.055,0.061,0.079,0.068,0.050,0.065,0.071,0.069
1,0.044,0.000,0.045,0.072,0.055,0.071,0.058,0.006,0.060,0.028,0.079,0.034,0.068,0.074,0.062
2,0.022,0.045,0.000,0.062,0.045,0.080,0.049,0.061,0.073,0.082,0.054,0.076,0.075,0.069,0.071
3,0.064,0.072,0.062,0.000,0.064,0.086,0.079,0.070,0.078,0.083,0.067,0.070,0.085,0.077,0.072
4,0.057,0.055,0.045,0.064,0.000,0.055,0.027,0.064,0.046,0.067,0.047,0.043,0.049,0.058,0.051
5,0.076,0.071,0.080,0.086,0.055,0.000,0.047,0.071,0.075,0.067,0.079,0.080,0.064,0.079,0.090
6,0.057,0.058,0.049,0.079,0.027,0.047,0.000,0.065,0.074,0.076,0.061,0.041,0.042,0.063,0.072
7,0.055,0.006,0.061,0.070,0.064,0.071,0.065,0.000,0.055,0.058,0.075,0.041,0.062,0.073,0.054
8,0.061,0.060,0.073,0.078,0.046,0.075,0.074,0.055,0.000,0.067,0.054,0.070,0.070,0.066,0.072
9,0.079,0.028,0.082,0.083,0.067,0.067,0.076,0.058,0.067,0.000,0.068,0.056,0.077,0.058,0.072
10,0.068,0.079,0.054,0.067,0.047,0.079,0.061,0.075,0.054,0.068,0.000,0.073,0.068,0.066,0.070
11,0.050,0.034,0.076,0.070,0.043,0.080,0.041,0.041,0.070,0.056,0.073,0.000,0.074,0.058,0.071
12,0.065,0.068,0.075,0.085,0.049,0.064,0.042,0.062,0.070,0.077,0.068,0.074,0.000,0.042,0.068
13,0.071,0.074,0.069,0.077,0.058,0.079,0.063,0.073,0.066,0.058,0.066,0.058,0.042,0.000,0.075
14,0.069,0.062,0.071,0.072,0.051,0.090,0.072,0.054,0.072,0.072,0.070,0.071,0.068,0.075,0.000
