,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.18,5.29,3.45,4.56,8.16,6.02,0.06,0.04
DCC_joint,,0.18,,5.50,3.77,4.86,8.62,6.25,0.04,0.17
DCC_bivariate_loop,,5.29,5.50,,6.87,1.47,0.96,0.57,4.62,5.46
SW_cross_validated,,3.45,3.77,6.87,,6.58,10.13,7.59,2.12,3.96
SW_15,,4.56,4.86,1.47,6.58,,2.85,2.10,3.71,4.81
SW_30,,8.16,8.62,0.96,10.13,2.85,,0.32,6.63,8.57
SW_60,,6.02,6.25,0.57,7.59,2.10,0.32,,5.26,6.21
SW_120,,0.06,0.04,4.62,2.12,3.71,6.63,5.26,,0.04
sFC,,0.04,0.17,5.46,3.96,4.81,8.57,6.21,0.04,
