,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.6630e-02,6.5190e-02,4.9904e-06,7.8895e-20,2.5462e-17,2.1730e-11,1.5166e-05,1.1296e-01
DCC_joint,,7.6630e-02,,9.4179e-01,3.8678e-04,1.0644e-18,1.5470e-15,7.1217e-10,1.0010e-04,6.3757e-01
DCC_bivariate_loop,,6.5190e-02,9.4179e-01,,4.4553e-04,1.0914e-18,1.6217e-15,7.7406e-10,1.0758e-04,5.7989e-01
SW_cross_validated,,4.9904e-06,3.8678e-04,4.4553e-04,,6.6753e-17,1.3302e-12,2.6758e-06,1.6434e-02,5.9884e-05
SW_15,,7.8895e-20,1.0644e-18,1.0914e-18,6.6753e-17,,3.2274e-13,7.1361e-15,5.4692e-11,1.3407e-19
SW_30,,2.5462e-17,1.5470e-15,1.6217e-15,1.3302e-12,3.2274e-13,,3.9564e-08,2.6109e-05,6.4745e-17
SW_60,,2.1730e-11,7.1217e-10,7.7406e-10,2.6758e-06,7.1361e-15,3.9564e-08,,2.8965e-01,9.0255e-11
SW_120,,1.5166e-05,1.0010e-04,1.0758e-04,1.6434e-02,5.4692e-11,2.6109e-05,2.8965e-01,,5.0570e-05
sFC,,1.1296e-01,6.3757e-01,5.7989e-01,5.9884e-05,1.3407e-19,6.4745e-17,9.0255e-11,5.0570e-05,
