,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,10.04,2.17,4.94,14.70,7.46,4.23,4.20,31.11
DCC_joint,,10.04,,6.84,3.56,1.65,2.64,4.90,6.10,7.62
DCC_bivariate_loop,,2.17,6.84,,2.69,9.71,4.43,1.83,1.40,18.13
SW_cross_validated,,4.94,3.56,2.69,,5.52,1.24,0.99,1.67,11.42
SW_15,,14.70,1.65,9.71,5.52,,4.84,7.33,9.30,7.76
SW_30,,7.46,2.64,4.43,1.24,4.84,,2.45,3.44,12.20
SW_60,,4.23,4.90,1.83,0.99,7.33,2.45,,0.64,14.66
SW_120,,4.20,6.10,1.40,1.67,9.30,3.44,0.64,,19.83
sFC,,31.11,7.62,18.13,11.42,7.76,12.20,14.66,19.83,
