,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,1.,0.0002,0.0000,0.0000,0.0000,0.0005,1.
DCC_joint,nan,-1.8747,-,1.,0.0139,0.0000,0.0000,0.0000,0.0036,1.
DCC_bivariate_loop,nan,-1.9602,-0.074,-,0.0160,0.0000,0.0000,0.0000,0.0039,1.
SW_cross_validated,nan,-6.4014,-4.349,-4.2851,-,0.0000,0.0000,0.0001,0.5916,0.0022
SW_15,nan,-44.3108,-38.2789,-38.2252,-30.3126,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-32.0256,-25.3568,-25.2887,-17.1603,18.6432,-,0.0000,0.0009,0.0000
SW_60,nan,-14.5394,-11.7454,-11.6844,-6.7188,23.2347,9.065,-,1.,0.0000
SW_120,nan,-5.8543,-4.9652,-4.932,-2.6458,13.7511,5.5949,1.091,-,0.0018
sFC,nan,-1.662,0.4792,0.5637,5.2036,42.9999,30.365,13.3392,5.2826,-
