,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.91,4.62,8.83,40.59,27.23,14.15,8.20,2.67
DCC_joint,,2.91,,1.54,5.33,35.11,22.40,10.98,5.94,-0.14
DCC_bivariate_loop,,4.62,1.54,,3.84,34.95,21.64,9.85,4.92,-1.63
SW_cross_validated,,8.83,5.33,3.84,,33.79,19.20,6.94,2.46,-5.29
SW_15,,40.59,35.11,34.95,33.79,,-16.75,-20.30,-17.78,-33.82
SW_30,,27.23,22.40,21.64,19.20,-16.75,,-8.20,-8.86,-21.61
SW_60,,14.15,10.98,9.85,6.94,-20.30,-8.20,,-2.56,-10.80
SW_120,,8.20,5.94,4.92,2.46,-17.78,-8.86,-2.56,,-5.94
sFC,,2.67,-0.14,-1.63,-5.29,-33.82,-21.61,-10.80,-5.94,
