,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.05,3.34,7.79,22.25,12.62,7.42,11.66,9.82
DCC_joint,,8.05,,-7.93,-0.65,27.33,9.34,-0.12,7.58,3.95
DCC_bivariate_loop,,3.34,-7.93,,7.50,29.99,14.68,6.41,13.23,11.85
SW_cross_validated,,7.79,-0.65,7.50,,28.12,9.95,0.36,8.17,4.89
SW_15,,22.25,27.33,29.99,28.12,,-15.22,-22.56,-16.98,-28.44
SW_30,,12.62,9.34,14.68,9.95,-15.22,,-7.79,-1.60,-7.88
SW_60,,7.42,-0.12,6.41,0.36,-22.56,-7.79,,6.32,2.77
SW_120,,11.66,7.58,13.23,8.17,-16.98,-1.60,6.32,,-5.85
sFC,,9.82,3.95,11.85,4.89,-28.44,-7.88,2.77,-5.85,
