,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.20,1.32,1.94,5.09,2.44,1.92,2.19,3.11
SVWP,0.20,,1.02,2.03,4.99,2.52,2.01,2.27,2.61
DCC_joint,1.32,1.02,,3.65,7.13,3.56,3.43,3.97,1.88
SW_cross_validated,1.94,2.03,3.65,,3.54,1.13,0.16,0.25,6.29
SW_15,5.09,4.99,7.13,3.54,,1.28,3.03,3.36,10.33
SW_30,2.44,2.52,3.56,1.13,1.28,,0.96,0.98,4.94
SW_60,1.92,2.01,3.43,0.16,3.03,0.96,,0.06,5.56
SW_120,2.19,2.27,3.97,0.25,3.36,0.98,0.06,,6.77
sFC,3.11,2.61,1.88,6.29,10.33,4.94,5.56,6.77,
