,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.18,1.97,0.74,3.45,1.03,1.77,1.68,1.02
SVWP,0.18,,1.50,0.45,2.21,0.53,1.01,0.91,0.84
DCC_joint,1.97,1.50,,2.27,6.95,3.75,5.04,5.39,1.78
SW_cross_validated,0.74,0.45,2.27,,1.81,0.01,0.49,0.37,1.58
SW_15,3.45,2.21,6.95,1.81,,2.79,2.19,2.60,6.41
SW_30,1.03,0.53,3.75,0.01,2.79,,0.80,0.64,2.82
SW_60,1.77,1.01,5.04,0.49,2.19,0.80,,0.25,4.25
SW_120,1.68,0.91,5.39,0.37,2.60,0.64,0.25,,4.66
sFC,1.02,0.84,1.78,1.58,6.41,2.82,4.25,4.66,
