,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,-0.29,-2.12,4.70,12.39,7.63,4.63,4.35,-3.66
SVWP,-0.29,,-1.96,5.44,14.41,8.91,5.56,5.10,-3.67
DCC_joint,-2.12,-1.96,,9.69,31.01,17.97,12.25,9.68,-2.79
SW_cross_validated,4.70,5.44,9.69,,9.24,2.98,-0.91,-0.63,-11.94
SW_15,12.39,14.41,31.01,9.24,,-9.83,-16.27,-11.06,-37.51
SW_30,7.63,8.91,17.97,2.98,-9.83,,-5.55,-4.02,-21.96
SW_60,4.63,5.56,12.25,-0.91,-16.27,-5.55,,0.20,-15.79
SW_120,4.35,5.10,9.68,-0.63,-11.06,-4.02,0.20,,-12.14
sFC,-3.66,-3.67,-2.79,-11.94,-37.51,-21.96,-15.79,-12.14,
