,0,1,2,3
100206,249.0,243.0,249.0,249.0
100610,249.0,249.0,249.0,249.0
101006,243.0,249.0,249.0,249.0
101107,247.0,249.0,249.0,249.0
101309,245.0,249.0,249.0,249.0
101915,247.0,249.0,249.0,249.0
102008,249.0,249.0,249.0,249.0
102109,249.0,247.0,247.0,249.0
102311,245.0,249.0,245.0,249.0
102513,249.0,249.0,249.0,249.0
102614,249.0,249.0,247.0,249.0
102715,247.0,249.0,249.0,249.0
103010,237.0,249.0,249.0,239.0
103111,249.0,249.0,249.0,249.0
103212,249.0,249.0,249.0,249.0
104012,249.0,249.0,249.0,249.0
104416,249.0,249.0,249.0,249.0
104820,249.0,247.0,249.0,233.0
105014,249.0,249.0,249.0,249.0
105620,247.0,249.0,243.0,249.0
105923,249.0,249.0,249.0,249.0
106016,249.0,249.0,249.0,249.0
106521,249.0,249.0,249.0,249.0
106824,245.0,243.0,249.0,247.0
107018,249.0,249.0,249.0,249.0
107321,249.0,249.0,249.0,249.0
107422,249.0,245.0,245.0,223.0
107725,249.0,249.0,249.0,249.0
108020,249.0,249.0,241.0,249.0
108121,249.0,249.0,249.0,249.0
108222,243.0,247.0,247.0,249.0
108323,249.0,249.0,249.0,243.0
108525,247.0,249.0,249.0,249.0
108828,249.0,249.0,249.0,249.0
109123,249.0,249.0,249.0,249.0
109325,249.0,249.0,249.0,249.0
109830,249.0,249.0,249.0,249.0
110007,249.0,249.0,249.0,249.0
110613,225.0,247.0,249.0,249.0
111211,249.0,247.0,249.0,249.0
111413,249.0,249.0,249.0,247.0
111716,249.0,249.0,249.0,249.0
112112,249.0,249.0,243.0,249.0
112314,249.0,247.0,249.0,249.0
112516,249.0,243.0,249.0,247.0
112920,249.0,247.0,249.0,249.0
113316,249.0,247.0,247.0,249.0
113922,249.0,249.0,237.0,241.0
114217,245.0,247.0,249.0,249.0
114318,223.0,249.0,223.0,225.0
114419,247.0,249.0,249.0,243.0
114621,239.0,249.0,249.0,249.0
114823,249.0,249.0,247.0,249.0
115017,249.0,249.0,249.0,249.0
115219,249.0,249.0,247.0,245.0
115724,249.0,249.0,249.0,249.0
115825,249.0,249.0,249.0,249.0
116524,249.0,249.0,249.0,231.0
116726,249.0,249.0,249.0,249.0
117021,249.0,249.0,249.0,249.0
117930,249.0,249.0,249.0,249.0
118023,243.0,249.0,241.0,247.0
118124,249.0,249.0,249.0,249.0
118225,249.0,249.0,249.0,247.0
118528,249.0,249.0,249.0,249.0
118831,249.0,249.0,245.0,249.0
119025,249.0,249.0,249.0,249.0
119126,249.0,247.0,249.0,249.0
120414,247.0,249.0,249.0,241.0
120515,249.0,249.0,249.0,249.0
120717,249.0,249.0,249.0,249.0
121416,233.0,247.0,247.0,249.0
121618,249.0,249.0,249.0,249.0
121921,249.0,249.0,249.0,249.0
122317,247.0,249.0,249.0,249.0
122620,249.0,249.0,249.0,249.0
122822,249.0,249.0,247.0,249.0
123420,249.0,249.0,249.0,245.0
123521,237.0,247.0,249.0,249.0
123723,249.0,249.0,249.0,249.0
123824,245.0,249.0,249.0,245.0
123925,249.0,249.0,247.0,249.0
124220,249.0,249.0,249.0,249.0
124624,249.0,249.0,215.0,221.0
124826,249.0,249.0,249.0,249.0
125222,249.0,249.0,249.0,249.0
125424,249.0,249.0,247.0,249.0
126426,249.0,249.0,249.0,249.0
126628,249.0,249.0,249.0,249.0
127226,239.0,245.0,249.0,245.0
127327,249.0,249.0,249.0,249.0
127630,249.0,249.0,249.0,249.0
127731,249.0,249.0,249.0,249.0
127832,249.0,249.0,249.0,229.0
128026,249.0,249.0,249.0,249.0
128127,249.0,249.0,249.0,249.0
128935,249.0,249.0,249.0,249.0
129129,249.0,249.0,249.0,249.0
129331,249.0,249.0,245.0,233.0
129634,249.0,247.0,249.0,249.0
130114,249.0,249.0,249.0,249.0
130316,249.0,249.0,249.0,249.0
130417,249.0,229.0,249.0,249.0
130518,249.0,249.0,249.0,249.0
130619,249.0,249.0,249.0,249.0
130720,249.0,245.0,249.0,249.0
130821,249.0,249.0,243.0,247.0
131217,249.0,249.0,249.0,249.0
131419,247.0,249.0,247.0,249.0
131722,249.0,249.0,249.0,249.0
131823,245.0,247.0,241.0,243.0
132017,243.0,249.0,241.0,249.0
132118,249.0,249.0,243.0,249.0
133019,249.0,243.0,247.0,247.0
134021,249.0,249.0,249.0,249.0
134223,249.0,247.0,249.0,249.0
134425,249.0,249.0,247.0,249.0
134627,249.0,249.0,249.0,249.0
134728,249.0,249.0,245.0,249.0
134829,237.0,239.0,249.0,247.0
135124,249.0,249.0,247.0,249.0
135225,249.0,249.0,239.0,247.0
135528,249.0,249.0,249.0,249.0
135629,249.0,249.0,249.0,249.0
135730,249.0,249.0,249.0,249.0
136126,249.0,249.0,247.0,249.0
136227,249.0,249.0,249.0,247.0
136631,249.0,249.0,249.0,247.0
136732,249.0,249.0,247.0,249.0
137027,249.0,249.0,239.0,249.0
137229,249.0,249.0,249.0,249.0
137431,249.0,249.0,249.0,243.0
137532,237.0,249.0,249.0,247.0
137633,249.0,249.0,249.0,247.0
137936,249.0,249.0,217.0,235.0
138130,249.0,249.0,249.0,249.0
138332,249.0,249.0,249.0,249.0
138837,219.0,223.0,229.0,219.0
139233,249.0,249.0,249.0,249.0
139435,249.0,249.0,249.0,247.0
139839,249.0,249.0,249.0,249.0
140117,249.0,249.0,249.0,249.0
140319,249.0,249.0,247.0,249.0
140824,239.0,249.0,249.0,247.0
140925,249.0,243.0,249.0,227.0
141119,247.0,249.0,249.0,249.0
141422,249.0,249.0,249.0,249.0
141826,249.0,249.0,245.0,245.0
143224,249.0,245.0,249.0,249.0
143426,249.0,249.0,249.0,249.0
143830,245.0,249.0,249.0,249.0
144125,249.0,247.0,249.0,249.0
144731,249.0,249.0,249.0,249.0
144832,249.0,249.0,249.0,249.0
144933,249.0,249.0,249.0,249.0
145127,249.0,249.0,247.0,249.0
145632,249.0,249.0,249.0,249.0
145834,245.0,249.0,249.0,249.0
146129,249.0,249.0,237.0,239.0
146331,249.0,249.0,249.0,247.0
146432,249.0,249.0,249.0,243.0
146533,249.0,249.0,249.0,249.0
146735,249.0,249.0,249.0,249.0
146836,249.0,241.0,249.0,249.0
146937,249.0,249.0,249.0,249.0
147030,249.0,249.0,247.0,249.0
147636,249.0,249.0,249.0,249.0
147737,249.0,249.0,249.0,249.0
148133,249.0,249.0,249.0,245.0
148335,249.0,249.0,249.0,249.0
148436,249.0,249.0,249.0,249.0
148840,249.0,249.0,249.0,249.0
148941,249.0,249.0,249.0,249.0
149236,249.0,249.0,249.0,249.0
149741,249.0,249.0,249.0,249.0
149842,249.0,249.0,245.0,249.0
150625,249.0,249.0,249.0,249.0
150726,249.0,249.0,249.0,249.0
150928,249.0,249.0,249.0,237.0
151324,249.0,243.0,235.0,241.0
151425,249.0,249.0,249.0,249.0
151728,249.0,249.0,249.0,249.0
151829,249.0,249.0,243.0,249.0
151930,241.0,249.0,235.0,225.0
152225,243.0,249.0,249.0,247.0
152427,249.0,249.0,243.0,249.0
152831,249.0,249.0,249.0,227.0
153025,235.0,243.0,249.0,249.0
153126,249.0,249.0,249.0,247.0
153227,249.0,249.0,249.0,249.0
153631,245.0,249.0,249.0,249.0
153732,249.0,239.0,249.0,249.0
153833,249.0,249.0,249.0,249.0
153934,247.0,249.0,249.0,249.0
154229,249.0,249.0,249.0,249.0
154330,249.0,247.0,249.0,249.0
154532,249.0,249.0,249.0,249.0
154734,249.0,249.0,249.0,249.0
154835,249.0,249.0,249.0,249.0
154936,249.0,247.0,249.0,247.0
155635,249.0,249.0,249.0,249.0
155938,249.0,249.0,249.0,247.0
156031,249.0,249.0,249.0,249.0
156435,241.0,247.0,249.0,249.0
156536,247.0,249.0,245.0,249.0
157437,249.0,249.0,249.0,247.0
157942,243.0,249.0,249.0,247.0
158136,249.0,249.0,249.0,249.0
158338,247.0,249.0,243.0,249.0
158843,249.0,249.0,249.0,249.0
159138,249.0,249.0,249.0,249.0
159340,249.0,249.0,249.0,249.0
159441,249.0,249.0,249.0,249.0
159744,249.0,249.0,249.0,249.0
160729,249.0,247.0,249.0,249.0
160830,249.0,249.0,249.0,249.0
161630,247.0,249.0,249.0,247.0
161832,249.0,249.0,249.0,249.0
162026,249.0,249.0,249.0,249.0
162228,249.0,249.0,249.0,249.0
162733,249.0,249.0,249.0,249.0
162935,249.0,249.0,249.0,249.0
163129,249.0,249.0,249.0,249.0
163331,249.0,249.0,249.0,249.0
163836,249.0,249.0,249.0,249.0
164030,249.0,249.0,249.0,249.0
164131,249.0,249.0,237.0,249.0
164636,249.0,249.0,249.0,249.0
164939,249.0,249.0,249.0,249.0
