,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.2266e-05,3.0770e-01,1.8976e-05,4.7291e-15,1.0859e-11,1.0707e-06,1.7042e-04,7.9329e-16
DCC_joint,,7.2266e-05,,2.8923e-07,1.9733e-01,1.5243e-15,4.7558e-11,2.9997e-03,6.1210e-01,9.1698e-18
DCC_bivariate_loop,,3.0770e-01,2.8923e-07,,1.6508e-07,4.0785e-17,5.1496e-14,1.4913e-08,3.3367e-06,5.7638e-19
SW_cross_validated,,1.8976e-05,1.9733e-01,1.6508e-07,,4.5491e-14,3.5422e-09,6.0167e-02,5.6352e-01,2.5866e-15
SW_15,,4.7291e-15,1.5243e-15,4.0785e-17,4.5491e-14,,3.3016e-10,1.5338e-12,2.6765e-13,8.5060e-03
SW_30,,1.0859e-11,4.7558e-11,5.1496e-14,3.5422e-09,3.3016e-10,,6.5938e-07,1.1942e-08,1.4490e-11
SW_60,,1.0707e-06,2.9997e-03,1.4913e-08,6.0167e-02,1.5338e-12,6.5938e-07,,2.9659e-02,2.7725e-13
SW_120,,1.7042e-04,6.1210e-01,3.3367e-06,5.6352e-01,2.6765e-13,1.1942e-08,2.9659e-02,,5.4719e-14
sFC,,7.9329e-16,9.1698e-18,5.7638e-19,2.5866e-15,8.5060e-03,1.4490e-11,2.7725e-13,5.4719e-14,
