,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,81,65,171,71,55,45,41,63,93,75,87
1,147,127,73,55,41,107,47,117,77,59,107
2,161,159,149,81,59,63,77,71,81,157,39
3,63,83,167,75,53,45,179,47,179,125,65
4,97,179,165,39,71,47,27,75,43,175,177
5,147,173,93,101,53,49,55,71,147,59,83
6,179,101,143,61,61,53,65,47,71,59,129
7,77,67,95,61,69,35,43,49,161,153,137
8,91,89,91,83,67,47,37,63,63,179,141
9,99,163,91,51,55,51,43,105,79,75,61
