,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.44,-4.52,-2.53,-5.16,-6.79,-5.49,1.79,1.91
DCC_joint,,0.44,,-12.51,-4.11,-12.42,-18.51,-16.89,4.40,7.21
DCC_bivariate_loop,,-4.52,-12.51,,1.38,-1.43,-4.59,-1.89,14.87,17.89
SW_cross_validated,,-2.53,-4.11,1.38,,-2.15,-3.79,-2.35,5.51,5.77
SW_15,,-5.16,-12.42,-1.43,-2.15,,-2.68,-0.15,14.56,16.67
SW_30,,-6.79,-18.51,-4.59,-3.79,-2.68,,3.09,20.53,24.78
SW_60,,-5.49,-16.89,-1.89,-2.35,-0.15,3.09,,19.11,24.39
SW_120,,1.79,4.40,14.87,5.51,14.56,20.53,19.11,,0.27
sFC,,1.91,7.21,17.89,5.77,16.67,24.78,24.39,0.27,
