,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.47,0.11,0.42,4.94,4.09,2.42,1.02,0.57
DCC_joint,,0.47,,0.38,1.01,5.45,4.96,3.22,1.63,0.13
DCC_bivariate_loop,,0.11,0.38,,0.59,5.19,4.58,2.80,1.23,0.49
SW_cross_validated,,0.42,1.01,0.59,,5.11,4.71,2.61,0.76,1.08
SW_15,,4.94,5.45,5.19,5.11,,2.54,3.89,4.58,5.37
SW_30,,4.09,4.96,4.58,4.71,2.54,,2.58,3.70,4.74
SW_60,,2.42,3.22,2.80,2.61,3.89,2.58,,1.63,3.12
SW_120,,1.02,1.63,1.23,0.76,4.58,3.70,1.63,,1.66
sFC,,0.57,0.13,0.49,1.08,5.37,4.74,3.12,1.66,
