,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.53,2.59,0.65,2.54,0.54,0.57,1.80,0.42
DCC_joint,,0.53,,2.44,0.96,2.64,0.46,0.44,2.02,0.11
DCC_bivariate_loop,,2.59,2.44,,2.64,3.47,0.53,0.98,3.23,2.47
SW_cross_validated,,0.65,0.96,2.64,,2.23,0.72,0.82,1.16,0.90
SW_15,,2.54,2.64,3.47,2.23,,2.10,2.41,1.50,2.62
SW_30,,0.54,0.46,0.53,0.72,2.10,,0.15,1.23,0.47
SW_60,,0.57,0.44,0.98,0.82,2.41,0.15,,1.51,0.47
SW_120,,1.80,2.02,3.23,1.16,1.50,1.23,1.51,,1.97
sFC,,0.42,0.11,2.47,0.90,2.62,0.47,0.47,1.97,
