,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.64,0.81,1.81,8.28,4.90,3.10,2.16,0.65
DCC_joint,,0.64,,0.24,1.37,8.63,4.79,2.80,1.79,0.01
DCC_bivariate_loop,,0.81,0.24,,1.04,7.60,4.21,2.41,1.50,0.25
SW_cross_validated,,1.81,1.37,1.04,,6.44,3.19,1.47,0.61,1.39
SW_15,,8.28,8.63,7.60,6.44,,2.80,4.26,4.80,8.75
SW_30,,4.90,4.79,4.21,3.19,2.80,,1.50,2.17,4.84
SW_60,,3.10,2.80,2.41,1.47,4.26,1.50,,0.72,2.83
SW_120,,2.16,1.79,1.50,0.61,4.80,2.17,0.72,,1.81
sFC,,0.65,0.01,0.25,1.39,8.75,4.84,2.83,1.81,
