,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.06,-0.26,0.93,11.05,9.15,5.42,2.28,-1.28
DCC_joint,,-1.06,,0.85,2.26,12.18,11.10,7.20,3.64,-0.29
DCC_bivariate_loop,,-0.26,0.85,,1.31,11.61,10.24,6.25,2.74,-1.10
SW_cross_validated,,0.93,2.26,1.31,,11.42,10.52,5.84,1.70,-2.42
SW_15,,11.05,12.18,11.61,11.42,,-5.67,-8.71,-10.24,-12.01
SW_30,,9.15,11.10,10.24,10.52,-5.67,,-5.78,-8.26,-10.60
SW_60,,5.42,7.20,6.25,5.84,-8.71,-5.78,,-3.65,-6.97
SW_120,,2.28,3.64,2.74,1.70,-10.24,-8.26,-3.65,,-3.71
sFC,,-1.28,-0.29,-1.10,-2.42,-12.01,-10.60,-6.97,-3.71,
