,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,1.51,3.11,7.55,3.66,4.66,2.96,0.81
DCC_bivariate_loop,,,1.51,,3.94,7.90,4.44,5.29,3.77,2.30
SW_cross_validated,,,3.11,3.94,,3.75,0.28,0.37,0.09,2.86
SW_15,,,7.55,7.90,3.75,,3.62,4.05,3.46,7.65
SW_30,,,3.66,4.44,0.28,3.62,,0.06,0.17,3.46
SW_60,,,4.66,5.29,0.37,4.05,0.06,,0.24,4.71
SW_120,,,2.96,3.77,0.09,3.46,0.17,0.24,,2.70
sFC,,,0.81,2.30,2.86,7.65,3.46,4.71,2.70,
