,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.2954e-88,5.8791e-02,1.0554e-85,2.8826e-202,1.4932e-116,5.2506e-56,8.4756e-108,1.3108e-269
DCC_joint,,1.2954e-88,,5.6840e-107,5.1890e-06,7.7470e-159,4.8997e-22,3.4243e-22,2.9933e-22,4.0585e-274
DCC_bivariate_loop,,5.8791e-02,5.6840e-107,,7.2514e-95,2.2119e-228,5.1316e-137,4.3059e-67,6.0688e-121,0.0000e+00
SW_cross_validated,,1.0554e-85,5.1890e-06,7.2514e-95,,2.9650e-108,7.8180e-04,1.7609e-29,1.0140e-05,7.4404e-185
SW_15,,2.8826e-202,7.7470e-159,2.2119e-228,2.9650e-108,,1.8972e-118,3.4652e-187,4.8382e-93,2.8205e-60
SW_30,,1.4932e-116,4.8997e-22,5.1316e-137,7.8180e-04,1.8972e-118,,6.4072e-62,8.9132e-02,3.1350e-226
SW_60,,5.2506e-56,3.4243e-22,4.3059e-67,1.7609e-29,3.4652e-187,6.4072e-62,,5.9596e-55,9.9925e-301
SW_120,,8.4756e-108,2.9933e-22,6.0688e-121,1.0140e-05,4.8382e-93,8.9132e-02,5.9596e-55,,1.1706e-176
sFC,,1.3108e-269,4.0585e-274,0.0000e+00,7.4404e-185,2.8205e-60,3.1350e-226,9.9925e-301,1.1706e-176,
