,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-3.53,-2.76,38.76,98.10,63.40,50.61,36.68,-10.67
DCC_joint,,-3.53,,0.50,40.97,99.52,65.32,52.90,38.74,-6.40
DCC_bivariate_loop,,-2.76,0.50,,38.68,94.88,61.70,49.03,36.89,-6.37
SW_cross_validated,,38.76,40.97,38.68,,51.79,19.33,3.10,1.36,-49.18
SW_15,,98.10,99.52,94.88,51.79,,-34.25,-55.13,-47.07,-111.71
SW_30,,63.40,65.32,61.70,19.33,-34.25,,-18.83,-16.55,-76.23
SW_60,,50.61,52.90,49.03,3.10,-55.13,-18.83,,-1.33,-65.62
SW_120,,36.68,38.74,36.89,1.36,-47.07,-16.55,-1.33,,-45.63
sFC,,-10.67,-6.40,-6.37,-49.18,-111.71,-76.23,-65.62,-45.63,
