,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.35,0.28,3.88,9.81,6.34,5.06,3.67,1.07
DCC_joint,,0.35,,0.05,4.10,9.95,6.53,5.29,3.87,0.64
DCC_bivariate_loop,,0.28,0.05,,3.87,9.49,6.17,4.90,3.69,0.64
SW_cross_validated,,3.88,4.10,3.87,,5.18,1.93,0.31,0.14,4.92
SW_15,,9.81,9.95,9.49,5.18,,3.42,5.51,4.71,11.17
SW_30,,6.34,6.53,6.17,1.93,3.42,,1.88,1.65,7.62
SW_60,,5.06,5.29,4.90,0.31,5.51,1.88,,0.13,6.56
SW_120,,3.67,3.87,3.69,0.14,4.71,1.65,0.13,,4.56
sFC,,1.07,0.64,0.64,4.92,11.17,7.62,6.56,4.56,
