,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.02,2.12,1.83,5.67,2.20,2.60,1.81,0.56
DCC_joint,,1.02,,1.51,3.11,7.55,3.66,4.66,2.96,0.81
DCC_bivariate_loop,,2.12,1.51,,3.94,7.90,4.44,5.29,3.77,2.30
SW_cross_validated,,1.83,3.11,3.94,,3.75,0.28,0.37,0.09,2.86
SW_15,,5.67,7.55,7.90,3.75,,3.62,4.05,3.46,7.65
SW_30,,2.20,3.66,4.44,0.28,3.62,,0.06,0.17,3.46
SW_60,,2.60,4.66,5.29,0.37,4.05,0.06,,0.24,4.71
SW_120,,1.81,2.96,3.77,0.09,3.46,0.17,0.24,,2.70
sFC,,0.56,0.81,2.30,2.86,7.65,3.46,4.71,2.70,
