,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.9632e-22,2.6394e-67,1.0704e-54,7.5543e-193,7.5434e-71,5.1481e-88,9.7301e-54,4.5550e-08
DCC_joint,,8.9632e-22,,7.3258e-41,9.2212e-109,5.3178e-238,2.1845e-129,2.3963e-163,1.0835e-102,4.8449e-15
DCC_bivariate_loop,,2.6394e-67,7.3258e-41,,1.8663e-139,2.5705e-245,3.4858e-156,3.3629e-182,1.7930e-133,6.4986e-75
SW_cross_validated,,1.0704e-54,9.2212e-109,1.8663e-139,,1.1427e-132,5.1842e-03,2.1193e-04,3.8422e-01,1.3125e-98
SW_15,,7.5543e-193,5.3178e-238,2.5705e-245,1.1427e-132,,6.7121e-128,2.8038e-143,5.6607e-122,3.5398e-240
SW_30,,7.5434e-71,2.1845e-129,3.4858e-156,5.1842e-03,6.7121e-128,,5.7646e-01,8.3289e-02,4.9197e-122
SW_60,,5.1481e-88,2.3963e-163,3.3629e-182,2.1193e-04,2.8038e-143,5.7646e-01,,1.5320e-02,7.5901e-165
SW_120,,9.7301e-54,1.0835e-102,1.7930e-133,3.8422e-01,5.6607e-122,8.3289e-02,1.5320e-02,,5.3411e-92
sFC,,4.5550e-08,4.8449e-15,6.4986e-75,1.3125e-98,3.5398e-240,4.9197e-122,7.5901e-165,5.3411e-92,
