,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.33,-4.82,1.14,6.18,0.93,-1.06,0.89,11.45
DCC_joint,,1.33,,-41.58,-0.97,29.30,-2.37,-15.61,-2.71,90.93
DCC_bivariate_loop,,-4.82,-41.58,,32.77,68.67,35.93,25.65,37.18,159.35
SW_cross_validated,,1.14,-0.97,32.77,,25.62,-1.07,-11.85,-1.31,66.82
SW_15,,6.18,29.30,68.67,25.62,,-29.70,-43.96,-30.94,40.85
SW_30,,0.93,-2.37,35.93,-1.07,-29.70,,-12.10,-0.23,82.57
SW_60,,-1.06,-15.61,25.65,-11.85,-43.96,-12.10,,12.32,114.27
SW_120,,0.89,-2.71,37.18,-1.31,-30.94,-0.23,12.32,,88.69
sFC,,11.45,90.93,159.35,66.82,40.85,82.57,114.27,88.69,
