,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.04,0.49,1.86,6.97,4.05,2.18,2.37,1.32
DCC_joint,,1.04,,9.36,5.32,43.91,22.26,9.51,7.35,3.73
DCC_bivariate_loop,,0.49,9.36,,11.12,37.91,23.03,14.27,12.33,11.16
SW_cross_validated,,1.86,5.32,11.12,,26.75,11.43,1.73,2.30,3.57
SW_15,,6.97,43.91,37.91,26.75,,16.75,29.38,21.34,42.43
SW_30,,4.05,22.26,23.03,11.43,16.75,,11.45,7.72,20.49
SW_60,,2.18,9.51,14.27,1.73,29.38,11.45,,1.03,7.32
SW_120,,2.37,7.35,12.33,2.30,21.34,7.72,1.03,,5.88
sFC,,1.32,3.73,11.16,3.57,42.43,20.49,7.32,5.88,
