,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,3.27,6.72,28.56,99.58,76.76,46.88,21.04,2.43
DCC_joint,,3.27,,3.35,21.18,85.86,62.73,37.74,18.21,-1.04
DCC_bivariate_loop,,6.72,3.35,,15.78,77.10,54.14,31.45,15.44,-4.55
SW_cross_validated,,28.56,21.18,15.78,,74.91,48.13,20.08,6.29,-24.65
SW_15,,99.58,85.86,77.10,74.91,,-33.16,-53.93,-37.89,-93.71
SW_30,,76.76,62.73,54.14,48.13,-33.16,,-25.21,-19.11,-70.46
SW_60,,46.88,37.74,31.45,20.08,-53.93,-25.21,,-4.82,-42.45
SW_120,,21.04,18.21,15.44,6.29,-37.89,-19.11,-4.82,,-19.44
sFC,,2.43,-1.04,-4.55,-24.65,-93.71,-70.46,-42.45,-19.44,
