,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.47,3.01,12.78,44.55,34.34,20.98,9.41,1.09
DCC_joint,,1.47,,1.50,9.47,38.40,28.05,16.88,8.15,0.46
DCC_bivariate_loop,,3.01,1.50,,7.06,34.48,24.21,14.07,6.91,2.03
SW_cross_validated,,12.78,9.47,7.06,,33.50,21.53,8.98,2.81,11.02
SW_15,,44.55,38.40,34.48,33.50,,14.83,24.12,16.95,41.91
SW_30,,34.34,28.05,24.21,21.53,14.83,,11.27,8.55,31.51
SW_60,,20.98,16.88,14.07,8.98,24.12,11.27,,2.16,18.99
SW_120,,9.41,8.15,6.91,2.81,16.95,8.55,2.16,,8.69
sFC,,1.09,0.46,2.03,11.02,41.91,31.51,18.99,8.69,
