,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.1690e-03,2.6428e-06,1.8848e-16,3.8884e-26,4.1576e-24,2.8436e-20,3.9846e-14,2.5316e-02
DCC_joint,,4.1690e-03,,3.5849e-03,3.5845e-14,5.6089e-25,1.5631e-22,1.3676e-18,4.8124e-13,3.1274e-01
DCC_bivariate_loop,,2.6428e-06,3.5849e-03,,5.4926e-12,3.8675e-24,2.1838e-21,3.4771e-17,7.9107e-12,2.5001e-04
SW_cross_validated,,1.8848e-16,3.5845e-14,5.4926e-12,,6.4910e-24,1.7915e-20,9.0051e-14,6.2731e-06,2.5427e-15
SW_15,,3.8884e-26,5.6089e-25,3.8675e-24,6.4910e-24,,1.3650e-17,2.3462e-21,1.2762e-18,1.1641e-25
SW_30,,4.1576e-24,1.5631e-22,2.1838e-21,1.7915e-20,1.3650e-17,,1.7179e-15,2.1087e-13,1.9462e-23
SW_60,,2.8436e-20,1.3676e-18,3.4771e-17,9.0051e-14,2.3462e-21,1.7179e-15,,1.3712e-04,1.6831e-19
SW_120,,3.9846e-14,4.8124e-13,7.9107e-12,6.2731e-06,1.2762e-18,2.1087e-13,1.3712e-04,,1.5757e-13
sFC,,2.5316e-02,3.1274e-01,2.5001e-04,2.5427e-15,1.1641e-25,1.9462e-23,1.6831e-19,1.5757e-13,
