,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.99,4.23,22.36,51.30,32.74,25.24,12.41,1.83
DCC_joint,,1.99,,1.46,9.44,34.51,22.05,14.94,8.49,0.55
DCC_bivariate_loop,,4.23,1.46,,8.54,35.61,22.11,14.54,7.60,2.34
SW_cross_validated,,22.36,9.44,8.54,,39.18,20.60,10.57,2.40,13.73
SW_15,,51.30,34.51,35.61,39.18,,12.99,24.74,22.61,42.32
SW_30,,32.74,22.05,22.11,20.60,12.99,,9.93,11.39,26.94
SW_60,,25.24,14.94,14.54,10.57,24.74,9.93,,3.99,19.25
SW_120,,12.41,8.49,7.60,2.40,22.61,11.39,3.99,,10.16
sFC,,1.83,0.55,2.34,13.73,42.32,26.94,19.25,10.16,
