,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0000,0.0000,0.0005,0.0000,0.0037,0.0000,0.0000,0.0000
DCC_joint,nan,-25.2947,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,nan,-8.9033,19.3104,-,0.534,0.1694,0.0010,1.,0.0000,0.0000
SW_cross_validated,nan,-5.8547,20.1186,2.6942,-,0.0012,1.,1.,0.0000,0.0000
SW_15,nan,-11.3184,15.2407,-3.2241,-5.4974,-,0.0000,0.0083,0.0000,0.0000
SW_30,nan,-4.9567,26.3267,5.5615,1.9746,8.7016,-,0.0067,0.0000,0.0000
SW_60,nan,-8.3316,21.7094,1.2325,-1.7573,4.5821,-4.6835,-,0.0000,0.0000
SW_120,nan,-39.748,-11.0438,-36.6869,-34.7461,-29.9041,-50.062,-42.3647,-,0.0000
sFC,nan,-53.2346,-23.9173,-55.2646,-49.1222,-45.1608,-78.1363,-66.0607,-20.6672,-
