,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.26,-3.58,2.77,8.29,2.91,2.12,4.03,-0.58
DCC_joint,,-1.26,,-2.54,4.01,8.98,3.69,3.19,5.05,0.74
DCC_bivariate_loop,,-3.58,-2.54,,6.00,10.02,4.99,4.99,6.64,3.29
SW_cross_validated,,2.77,4.01,6.00,,6.55,1.00,-0.36,1.65,-3.44
SW_15,,8.29,8.98,10.02,6.55,,-4.96,-6.59,-5.07,-8.69
SW_30,,2.91,3.69,4.99,1.00,-4.96,,-1.22,0.36,-3.31
SW_60,,2.12,3.19,4.99,-0.36,-6.59,-1.22,,1.87,-2.68
SW_120,,4.03,5.05,6.64,1.65,-5.07,0.36,1.87,,-4.59
sFC,,-0.58,0.74,3.29,-3.44,-8.69,-3.31,-2.68,-4.59,
