,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-0.58,-0.19,4.06,15.66,9.30,5.71,3.81,-1.65
DCC_joint,,-0.58,,0.47,5.06,22.04,13.88,8.41,5.36,-1.44
DCC_bivariate_loop,,-0.19,0.47,,4.63,19.85,12.15,7.32,4.69,-1.81
SW_cross_validated,,4.06,5.06,4.63,,7.87,2.58,-0.01,-1.05,-5.99
SW_15,,15.66,22.04,19.85,7.87,,-10.05,-13.37,-12.44,-24.75
SW_30,,9.30,13.88,12.15,2.58,-10.05,,-4.61,-5.30,-16.37
SW_60,,5.71,8.41,7.32,-0.01,-13.37,-4.61,,-1.54,-10.29
SW_120,,3.81,5.36,4.69,-1.05,-12.44,-5.30,-1.54,,-6.70
sFC,,-1.65,-1.44,-1.81,-5.99,-24.75,-16.37,-10.29,-6.70,
