,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.06,1.21,0.58,3.43,0.61,0.28,1.44,1.31
DCC_joint,,0.06,,2.25,1.11,7.32,1.18,0.39,2.84,3.29
DCC_bivariate_loop,,1.21,2.25,,3.15,10.56,3.30,1.59,5.30,6.92
SW_cross_validated,,0.58,1.11,3.15,,5.11,0.04,1.37,1.42,1.32
SW_15,,3.43,7.32,10.56,5.11,,5.26,6.81,4.15,7.41
SW_30,,0.61,1.18,3.30,0.04,5.26,,1.44,1.42,1.33
SW_60,,0.28,0.39,1.59,1.37,6.81,1.44,,2.94,3.23
SW_120,,1.44,2.84,5.30,1.42,4.15,1.42,2.94,,0.56
sFC,,1.31,3.29,6.92,1.32,7.41,1.33,3.23,0.56,
