,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.35,1.30,1.30,6.98,4.70,2.35,1.73,1.31
DCC_joint,,1.35,,0.02,0.35,7.97,4.98,1.57,0.64,4.18
DCC_bivariate_loop,,1.30,0.02,,0.36,7.68,4.76,1.54,0.64,3.91
SW_cross_validated,,1.30,0.35,0.36,,4.94,2.73,0.82,0.07,2.77
SW_15,,6.98,7.97,7.68,4.94,,3.37,4.77,6.82,11.64
SW_30,,4.70,4.98,4.76,2.73,3.37,,2.17,3.91,9.05
SW_60,,2.35,1.57,1.54,0.82,4.77,2.17,,1.00,4.55
SW_120,,1.73,0.64,0.64,0.07,6.82,3.91,1.00,,4.39
sFC,,1.31,4.18,3.91,2.77,11.64,9.05,4.55,4.39,
