,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.45,3.23,8.47,3.61,2.07,3.06,0.73
DCC_bivariate_loop,,,0.45,,3.76,9.30,4.14,2.62,3.53,1.13
SW_cross_validated,,,3.23,3.76,,4.51,0.41,1.37,0.09,2.12
SW_15,,,8.47,9.30,4.51,,3.99,6.49,4.02,6.42
SW_30,,,3.61,4.14,0.41,3.99,,1.78,0.28,2.47
SW_60,,,2.07,2.62,1.37,6.49,1.78,,1.35,1.01
SW_120,,,3.06,3.53,0.09,4.02,0.28,1.35,,2.07
sFC,,,0.73,1.13,2.12,6.42,2.47,1.01,2.07,
