,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.0485,0.1250,0.8249,1.,1.,1.,1.,1.
DCC_joint,nan,3.7883,-,1.,0.0001,0.0000,0.0001,0.0004,0.0000,1.
DCC_bivariate_loop,nan,3.3618,-0.9432,-,0.0002,0.0000,0.0002,0.0010,0.0000,1.
SW_cross_validated,nan,-2.4871,-6.8203,-6.4088,-,1.,1.,1.,1.,0.0121
SW_15,nan,-1.9033,-9.0766,-8.3572,1.154,-,1.,1.,1.,0.0107
SW_30,nan,-1.0082,-7.0317,-6.3891,1.9289,1.1258,-,1.,1.,0.1339
SW_60,nan,-1.2509,-6.0565,-5.5613,1.4332,0.5286,-0.4099,-,1.,0.1419
SW_120,nan,-2.2154,-8.4284,-7.8268,0.6933,-0.5481,-1.55,-0.9494,-,0.0078
sFC,nan,1.7609,-1.9998,-1.4878,4.4135,4.4673,3.3309,3.3045,4.6135,-
