,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.66,1.82,0.22,2.13,1.07,0.61,1.18,0.61
DCC_joint,,0.66,,1.52,0.91,2.45,0.78,0.30,1.59,0.04
DCC_bivariate_loop,,1.82,1.52,,1.97,3.00,0.40,0.80,2.34,1.53
SW_cross_validated,,0.22,0.91,1.97,,2.03,1.19,0.73,1.05,0.85
SW_15,,2.13,2.45,3.00,2.03,,2.49,2.18,1.04,2.42
SW_30,,1.07,0.78,0.40,1.19,2.49,,0.36,1.74,0.79
SW_60,,0.61,0.30,0.80,0.73,2.18,0.36,,1.38,0.31
SW_120,,1.18,1.59,2.34,1.05,1.04,1.74,1.38,,1.55
sFC,,0.61,0.04,1.53,0.85,2.42,0.79,0.31,1.55,
