,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,1.,0.0261,1.,0.0056,1.,1.,0.5842,1.
DCC_joint,nan,1.4462,-,0.1133,1.,0.0012,1.,1.,0.0826,1.
DCC_bivariate_loop,nan,4.066,3.4062,-,0.0123,0.0001,1.,1.,0.0021,0.1119
SW_cross_validated,nan,-0.5094,-2.0337,-4.4064,-,0.0091,0.5637,1.,1.,1.
SW_15,nan,-4.766,-5.4698,-6.7139,-4.5395,-,0.0010,0.0043,1.,0.0014
SW_30,nan,2.3827,1.7389,-0.8963,2.6686,5.5571,-,1.,0.0389,1.
SW_60,nan,1.3545,0.6623,-1.7956,1.6434,4.8833,-0.8117,-,0.2321,1.
SW_120,nan,-2.6518,-3.5485,-5.223,-2.3539,2.3334,-3.8874,-3.0806,-,0.0969
sFC,nan,1.3315,-0.0845,-3.4119,1.9008,5.4121,-1.7622,-0.6946,3.477,-
