,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.84,-9.90,7.59,-12.04,-18.35,-14.21,1.27,1.90
DCC_joint,,1.84,,-17.52,16.20,-22.63,-45.97,-28.58,-1.27,0.19
DCC_bivariate_loop,,-9.90,-17.52,,23.73,-1.86,-7.87,-3.88,15.86,17.68
SW_cross_validated,,7.59,16.20,23.73,,-29.21,-51.81,-35.33,-13.65,-16.52
SW_15,,-12.04,-22.63,-1.86,-29.21,,-6.31,-2.08,20.23,22.86
SW_30,,-18.35,-45.97,-7.87,-51.81,-6.31,,4.33,37.75,46.88
SW_60,,-14.21,-28.58,-3.88,-35.33,-2.08,4.33,,25.14,28.92
SW_120,,1.27,-1.27,15.86,-13.65,20.23,37.75,25.14,,1.42
sFC,,1.90,0.19,17.68,-16.52,22.86,46.88,28.92,1.42,
