,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,2.2184e-02,2.5470e-01,3.2808e-01,3.5075e-08,3.7382e-06,5.5667e-04,4.8362e-02,4.6019e-02
DCC_joint,,2.2184e-02,,2.3157e-01,2.8262e-03,4.0317e-09,1.2213e-07,6.4891e-06,9.2483e-04,8.1013e-01
DCC_bivariate_loop,,2.5470e-01,2.3157e-01,,4.8618e-02,1.6104e-08,1.0540e-06,9.0117e-05,8.9102e-03,3.5421e-01
SW_cross_validated,,3.2808e-01,2.8262e-03,4.8618e-02,,9.6630e-08,1.9998e-05,4.1168e-03,1.8305e-01,6.8590e-03
SW_15,,3.5075e-08,4.0317e-09,1.6104e-08,9.6630e-08,,7.0706e-04,9.7739e-06,6.0851e-06,7.1653e-09
SW_30,,3.7382e-06,1.2213e-07,1.0540e-06,1.9998e-05,7.0706e-04,,2.2900e-02,5.2527e-03,2.9965e-07
SW_60,,5.5667e-04,6.4891e-06,9.0117e-05,4.1168e-03,9.7739e-06,2.2900e-02,,2.5937e-01,1.7088e-05
SW_120,,4.8362e-02,9.2483e-04,8.9102e-03,1.8305e-01,6.0851e-06,5.2527e-03,2.5937e-01,,1.8066e-03
sFC,,4.6019e-02,8.1013e-01,3.5421e-01,6.8590e-03,7.1653e-09,2.9965e-07,1.7088e-05,1.8066e-03,
