,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.47,-4.08,0.49,4.76,-2.39,-1.37,2.64,-1.35
DCC_joint,,-1.47,,-3.41,2.03,5.47,-1.74,-0.66,3.55,0.08
DCC_bivariate_loop,,-4.08,-3.41,,4.41,6.71,0.90,1.80,5.22,3.41
SW_cross_validated,,0.49,2.03,4.41,,4.54,-2.67,-1.64,2.35,-1.90
SW_15,,4.76,5.47,6.71,4.54,,-5.56,-4.88,-2.33,-5.41
SW_30,,-2.39,-1.74,0.90,-2.67,-5.56,,0.81,3.89,1.76
SW_60,,-1.37,-0.66,1.80,-1.64,-4.88,0.81,,3.08,0.69
SW_120,,2.64,3.55,5.22,2.35,-2.33,3.89,3.08,,-3.48
sFC,,-1.35,0.08,3.41,-1.90,-5.41,1.76,0.69,-3.48,
