,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,59.95,14.43,12.31,7.90,4.97,14.45,51.28,70.80
DCC_joint,,59.95,,-47.09,-0.33,-65.54,-64.71,-55.11,-11.47,3.26
DCC_bivariate_loop,,14.43,-47.09,,8.83,-8.55,-11.00,-1.25,37.73,57.91
SW_cross_validated,,12.31,-0.33,8.83,,-10.65,-11.24,-9.13,-1.44,0.70
SW_15,,7.90,-65.54,-8.55,-10.65,,-3.19,8.15,54.38,86.62
SW_30,,4.97,-64.71,-11.00,-11.24,-3.19,,10.84,54.31,82.16
SW_60,,14.45,-55.11,-1.25,-9.13,8.15,10.84,,44.35,72.10
SW_120,,51.28,-11.47,37.73,-1.44,54.38,54.31,44.35,,18.78
sFC,,70.80,3.26,57.91,0.70,86.62,82.16,72.10,18.78,
