,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.83,4.43,3.41,5.39,8.22,6.36,0.57,0.85
DCC_joint,,0.83,,7.83,7.24,10.12,20.56,12.78,0.57,0.09
DCC_bivariate_loop,,4.43,7.83,,10.61,0.83,3.52,1.74,7.09,7.91
SW_cross_validated,,3.41,7.24,10.61,,13.06,23.17,15.80,6.10,7.39
SW_15,,5.39,10.12,0.83,13.06,,2.82,0.93,9.05,10.22
SW_30,,8.22,20.56,3.52,23.17,2.82,,1.94,16.88,20.97
SW_60,,6.36,12.78,1.74,15.80,0.93,1.94,,11.24,12.94
SW_120,,0.57,0.57,7.09,6.10,9.05,16.88,11.24,,0.64
sFC,,0.85,0.09,7.91,7.39,10.22,20.97,12.94,0.64,
