,0,1,2
0,0.56,0.41,0.03
1,0.80,0.15,0.05
2,0.94,0.06,
3,0.48,0.36,0.15
4,0.87,0.03,0.10
5,0.68,0.31,0.01
6,0.56,0.17,0.27
7,0.72,0.23,0.05
8,0.54,0.43,0.03
9,0.54,0.46,
10,1.00,,
11,0.97,0.03,
12,0.75,0.25,
13,1.00,,
14,0.32,0.63,0.05
15,1.00,,
16,0.48,0.51,0.01
17,0.55,0.35,0.10
18,0.72,0.28,
19,1.00,,
20,0.49,0.51,
21,0.64,0.36,0.00
22,1.00,,
23,0.76,0.24,0.00
24,0.08,0.36,0.56
25,0.26,0.71,0.03
26,0.18,0.20,0.62
27,0.30,0.45,0.25
28,0.44,0.13,0.43
29,0.99,0.01,
30,0.04,0.59,0.36
31,0.19,0.29,0.52
32,0.40,0.60,
33,0.89,0.10,0.01
34,0.56,0.32,0.12
35,1.00,,
36,0.63,0.27,0.10
37,0.95,0.00,0.05
38,0.76,0.17,0.07
39,0.09,0.87,0.04
40,1.00,,
41,1.00,,
42,0.71,0.20,0.09
43,1.00,,
44,0.25,0.72,0.03
45,0.97,0.03,
46,0.90,0.10,
47,0.40,0.46,0.14
48,0.90,0.09,0.01
49,0.81,0.17,0.02
50,0.26,0.33,0.41
51,0.29,0.67,0.03
52,1.00,,
53,0.55,0.40,0.05
54,0.76,0.18,0.06
55,0.82,0.18,
56,0.43,0.57,0.00
57,0.51,0.32,0.17
58,1.00,,
59,0.99,0.01,
60,0.29,0.70,0.01
61,0.40,0.10,0.50
62,1.00,,
63,1.00,,
64,1.00,,
65,0.69,0.24,0.07
66,1.00,,
67,0.00,0.79,0.21
68,0.62,0.37,0.01
69,1.00,,
70,0.28,0.67,0.05
71,0.40,0.60,
72,0.89,0.11,
73,0.76,0.10,0.14
74,0.29,0.37,0.33
75,0.76,0.23,0.01
76,0.72,0.28,
77,0.66,0.27,0.08
78,0.46,0.54,
79,1.00,0.00,
80,0.19,0.69,0.12
81,0.25,0.51,0.24
82,0.35,0.00,0.64
83,0.61,0.39,0.01
84,1.00,,
85,0.99,0.01,
86,0.39,0.60,0.00
87,0.94,0.06,
88,0.68,0.29,0.03
89,0.13,0.15,0.72
90,1.00,,
91,0.19,0.26,0.55
92,0.51,0.44,0.05
93,0.77,0.16,0.07
94,0.97,0.03,
95,1.00,,
96,0.60,0.38,0.03
97,0.33,0.53,0.14
98,0.42,0.48,0.10
99,0.97,0.03,
100,0.11,0.56,0.33
101,1.00,,
102,1.00,,
103,0.15,0.46,0.39
104,0.54,0.02,0.44
105,1.00,,
106,0.39,0.16,0.45
107,0.91,0.09,
108,0.66,0.31,0.03
109,0.73,0.17,0.10
110,0.35,0.13,0.52
111,0.12,0.18,0.70
112,1.00,,
113,0.09,0.37,0.54
114,0.54,0.05,0.41
115,0.63,0.18,0.20
116,0.57,0.17,0.26
117,0.56,0.39,0.05
118,0.14,0.85,0.00
119,0.65,0.35,
120,0.17,0.77,0.06
121,0.19,0.78,0.03
122,1.00,,
123,0.18,0.43,0.39
124,0.35,0.19,0.46
125,0.74,0.26,
126,0.73,0.27,
127,0.80,0.19,0.01
128,0.96,0.04,
129,0.83,0.12,0.06
130,1.00,,
131,0.67,0.16,0.17
132,0.55,0.29,0.16
133,0.37,0.59,0.04
134,0.24,0.76,
135,1.00,,
136,0.54,0.34,0.12
137,0.90,0.09,0.01
138,1.00,,
139,1.00,,
140,0.91,0.09,
141,0.91,0.09,
142,0.84,0.15,
143,0.39,0.59,0.02
144,0.85,0.02,0.13
145,0.78,0.12,0.10
146,0.83,0.16,0.01
147,0.91,0.08,0.01
148,0.85,0.13,0.03
149,0.61,0.39,
150,0.88,0.12,
151,0.68,0.32,0.00
152,0.31,0.31,0.38
153,0.75,0.25,
154,0.72,0.22,0.06
155,0.94,0.07,
156,0.93,0.07,
157,0.44,0.50,0.06
158,0.17,0.54,0.29
159,0.98,0.01,0.00
160,0.76,0.02,0.22
161,0.93,0.07,
162,1.00,,
163,0.54,0.36,0.10
164,0.98,0.02,
165,0.56,0.28,0.15
166,0.94,0.05,0.01
167,1.00,,
168,0.56,0.44,
169,1.00,,
170,0.37,0.35,0.28
171,0.27,0.67,0.06
172,0.97,0.03,
173,0.56,0.44,
174,0.95,0.02,0.03
175,0.96,0.04,
176,0.30,0.70,0.00
177,0.13,0.30,0.57
178,0.91,0.09,
179,0.89,0.00,0.11
180,1.00,,
181,0.96,0.03,0.00
182,1.00,,
183,0.76,0.24,0.00
184,0.27,0.12,0.61
185,0.54,0.46,0.00
186,0.20,0.33,0.47
187,0.49,0.07,0.44
188,0.96,0.04,
189,1.00,,
190,0.37,0.62,0.00
191,0.93,0.07,
192,0.11,0.22,0.67
193,0.03,0.10,0.87
194,0.73,0.27,
195,0.94,0.03,0.04
196,1.00,,
197,0.47,0.51,0.01
198,1.00,,
199,0.93,0.07,
200,1.00,0.00,
201,0.52,0.46,0.02
202,0.93,0.05,0.02
203,0.65,0.27,0.08
204,0.16,0.25,0.59
205,0.90,0.07,0.03
206,0.10,0.90,
207,1.00,,
208,1.00,,
209,1.00,,
210,0.81,0.11,0.08
211,0.43,0.55,0.02
212,0.14,0.80,0.06
213,0.93,0.07,
214,1.00,0.00,
215,0.62,0.34,0.03
216,1.00,0.00,
217,0.90,0.10,
218,0.40,0.60,
219,1.00,,
220,0.65,0.10,0.26
221,1.00,,
222,0.11,0.89,
223,0.15,0.41,0.44
224,0.94,0.06,
225,1.00,,
226,0.54,0.44,0.02
227,0.93,0.01,0.06
228,0.69,0.20,0.10
229,0.64,0.13,0.23
230,1.00,,
231,0.34,0.50,0.16
232,1.00,,
233,0.64,0.33,0.04
234,0.09,0.80,0.11
235,1.00,,
236,1.00,,
237,0.79,0.19,0.02
238,1.00,,
239,1.00,,
240,0.51,0.03,0.46
241,1.00,,
242,1.00,,
243,1.00,,
244,0.41,0.59,
245,0.68,0.24,0.08
246,0.76,0.01,0.23
247,0.71,0.12,0.17
248,0.98,0.02,
249,0.33,0.00,0.66
250,1.00,,
251,1.00,,
252,0.54,0.46,0.00
253,0.31,0.60,0.08
254,0.35,0.58,0.07
255,0.77,0.23,
256,0.66,0.34,0.00
257,0.97,0.03,
258,0.14,0.77,0.09
259,0.71,0.23,0.06
260,0.32,0.54,0.14
261,0.43,0.27,0.30
262,1.00,,
263,1.00,,
