,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,91,87,93,77,99,99,95,99,97,95,95
1,99,99,67,75,69,99,99,99,99,99,95
2,95,99,99,41,53,99,99,99,97,99,97
3,97,91,95,61,55,99,99,99,87,81,99
4,93,99,87,57,41,99,89,99,97,95,99
5,99,99,79,75,99,99,93,91,97,97,89
6,99,99,83,97,99,99,99,99,97,89,95
7,99,99,77,75,69,99,99,69,97,77,99
8,97,99,79,75,93,99,99,93,99,99,81
9,93,91,95,93,99,99,95,85,85,99,95
