,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.15,2.58,0.82,0.21,0.45,8.62,12.72,11.63
SVWP,0.15,,2.23,0.62,0.04,0.22,7.26,10.71,9.65
DCC_joint,2.58,2.23,,1.61,2.47,2.59,4.59,8.16,6.97
SW_cross_validated,0.82,0.62,1.61,,0.66,0.55,6.49,9.95,8.87
SW_15,0.21,0.04,2.47,0.66,,0.22,8.95,13.39,12.29
SW_30,0.45,0.22,2.59,0.55,0.22,,11.59,18.04,17.32
SW_60,8.62,7.26,4.59,6.49,8.95,11.59,,7.60,5.43
SW_120,12.72,10.71,8.16,9.95,13.39,18.04,7.60,,4.85
sFC,11.63,9.65,6.97,8.87,12.29,17.32,5.43,4.85,
