,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.45,0.50,0.65,1.05,1.43,0.99,0.99,0.71
SVWP,0.45,,1.84,1.12,2.94,3.19,1.42,1.14,0.76
DCC_joint,0.50,1.84,,0.36,0.85,1.39,2.62,2.27,2.24
SW_cross_validated,0.65,1.12,0.36,,0.06,0.40,1.52,1.51,1.31
SW_15,1.05,2.94,0.85,0.06,,0.64,3.61,3.09,3.29
SW_30,1.43,3.19,1.39,0.40,0.64,,3.78,3.37,3.50
SW_60,0.99,1.42,2.62,1.52,3.61,3.78,,0.12,0.72
SW_120,0.99,1.14,2.27,1.51,3.09,3.37,0.12,,0.65
sFC,0.71,0.76,2.24,1.31,3.29,3.50,0.72,0.65,
