,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.26,0.27,0.73,2.43,1.16,1.14,0.85,0.64
SVWP,0.26,,0.08,1.00,2.70,1.35,1.39,1.03,0.51
DCC_joint,0.27,0.08,,0.93,2.55,1.30,1.30,1.00,0.29
SW_cross_validated,0.73,1.00,0.93,,1.70,0.59,0.43,0.28,1.27
SW_15,2.43,2.70,2.55,1.70,,0.88,1.24,1.20,2.88
SW_30,1.16,1.35,1.30,0.59,0.88,,0.22,0.28,1.53
SW_60,1.14,1.39,1.30,0.43,1.24,0.22,,0.09,1.62
SW_120,0.85,1.03,1.00,0.28,1.20,0.28,0.09,,1.23
sFC,0.64,0.51,0.29,1.27,2.88,1.53,1.62,1.23,
