,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.9873,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.1371
DCC_joint,nan,-2.4,-,0.0759,0.0000,0.0000,0.0000,0.0000,0.0000,1.
DCC_bivariate_loop,nan,-6.2383,-3.587,-,0.0000,0.0000,0.0000,0.0000,0.0000,1.
SW_cross_validated,nan,-16.6939,-13.7635,-11.1727,-,0.0000,0.0000,0.0000,0.0000,0.0000
SW_15,nan,-93.066,-88.6333,-97.8608,-95.0144,-,0.0000,0.0000,0.0000,0.0000
SW_30,nan,-56.7462,-53.009,-56.0584,-48.348,52.7755,-,0.0000,0.0000,0.0000
SW_60,nan,-35.7603,-32.4624,-32.302,-22.4967,76.0901,26.3834,-,0.0004,0.0000
SW_120,nan,-20.2152,-18.0344,-16.1435,-8.5383,49.0473,21.7118,6.0497,-,0.0000
sFC,nan,-3.32,-1.1851,1.8604,10.5027,72.2383,43.1354,26.2253,15.4168,-
