,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.2490e-10,6.7524e-05,4.7599e-11,3.6826e-23,1.3657e-19,1.1410e-15,1.6513e-11,6.4520e-13
DCC_joint,,7.2490e-10,,1.5414e-07,9.0190e-04,5.9205e-26,2.2051e-21,1.9542e-14,5.7466e-07,2.3976e-08
DCC_bivariate_loop,,6.7524e-05,1.5414e-07,,1.8397e-09,3.8102e-25,3.5366e-21,5.3214e-16,3.5421e-10,1.4423e-12
SW_cross_validated,,4.7599e-11,9.0190e-04,1.8397e-09,,2.7699e-24,2.8141e-19,6.2216e-12,1.3192e-04,5.2381e-03
SW_15,,3.6826e-23,5.9205e-26,3.8102e-25,2.7699e-24,,1.6960e-22,2.4163e-23,4.9257e-19,3.5760e-28
SW_30,,1.3657e-19,2.2051e-21,3.5366e-21,2.8141e-19,1.6960e-22,,7.6953e-16,5.1050e-13,3.8541e-23
SW_60,,1.1410e-15,1.9542e-14,5.3214e-16,6.2216e-12,2.4163e-23,7.6953e-16,,1.1477e-04,4.7090e-13
SW_120,,1.6513e-11,5.7466e-07,3.5421e-10,1.3192e-04,4.9257e-19,5.1050e-13,1.1477e-04,,2.2129e-03
sFC,,6.4520e-13,2.3976e-08,1.4423e-12,5.2381e-03,3.5760e-28,3.8541e-23,4.7090e-13,2.2129e-03,
