,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,7.75,2.33,5.21,35.01,21.87,14.32,9.28,11.04
DCC_joint,,7.75,,6.35,0.66,46.56,23.86,11.26,2.74,5.45
DCC_bivariate_loop,,2.33,6.35,,3.62,40.51,23.99,14.67,8.24,10.54
SW_cross_validated,,5.21,0.66,3.62,,25.69,13.65,6.53,2.20,3.46
SW_15,,35.01,46.56,40.51,25.69,,22.52,38.77,41.21,46.15
SW_30,,21.87,23.86,23.99,13.65,22.52,,14.35,19.83,20.91
SW_60,,14.32,11.26,14.67,6.53,38.77,14.35,,7.67,6.70
SW_120,,9.28,2.74,8.24,2.20,41.21,19.83,7.67,,2.12
sFC,,11.04,5.45,10.54,3.46,46.15,20.91,6.70,2.12,
