,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,5.2814e-03,6.0837e-06,1.5083e-11,1.4693e-23,8.0126e-20,6.2027e-17,1.4068e-12,1.8501e-04
DCC_joint,,5.2814e-03,,1.3783e-04,8.4220e-13,2.6560e-26,4.5613e-22,3.5956e-19,7.4326e-13,2.3952e-02
DCC_bivariate_loop,,6.0837e-06,1.3783e-04,,2.0861e-09,6.5425e-25,1.5105e-20,3.6816e-17,3.9946e-11,4.4364e-02
SW_cross_validated,,1.5083e-11,8.4220e-13,2.0861e-09,,2.9166e-24,4.5230e-19,2.5722e-14,1.2077e-06,8.1953e-11
SW_15,,1.4693e-23,2.6560e-26,6.5425e-25,2.9166e-24,,1.3166e-17,1.0964e-21,2.2809e-19,3.1593e-25
SW_30,,8.0126e-20,4.5613e-22,1.5105e-20,4.5230e-19,1.3166e-17,,1.2212e-13,2.2268e-13,5.5970e-21
SW_60,,6.2027e-17,3.5956e-19,3.6816e-17,2.5722e-14,1.0964e-21,1.2212e-13,,5.5569e-06,8.4198e-18
SW_120,,1.4068e-12,7.4326e-13,3.9946e-11,1.2077e-06,2.2809e-19,2.2268e-13,5.5569e-06,,7.0825e-12
sFC,,1.8501e-04,2.3952e-02,4.4364e-02,8.1953e-11,3.1593e-25,5.5970e-21,8.4198e-18,7.0825e-12,
