,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,checkerboard,stepwise,state_transition,change_point
0,179,179,179,177,179,177,175,177,179,177,171
1,179,175,177,153,179,179,175,177,177,179,179
2,179,179,175,173,119,179,177,179,179,179,177
3,175,179,179,179,179,179,179,167,179,147,179
4,179,179,179,153,129,179,179,179,175,177,179
5,179,175,177,155,171,171,179,177,169,179,173
6,179,177,177,175,173,179,175,151,177,179,179
7,175,175,179,179,143,179,179,179,179,179,177
8,179,179,179,141,161,179,179,179,165,179,179
9,179,177,167,169,115,177,179,179,169,177,177
